NADRNF5_2213	K01880
Mbur_1582	K01784
T478_0166	K22278
NADRNF5_2141	K00973
NPIRD3C_0052	K00059
NADRNF5_2145	K13327
T478_0168	K13327
KSMBR1_2322	K03079
AciX8_3332	K03079
T478_0199	K03271
T478_0196	K03270
AOA66_1383	K01790
NADRNF5_2123	K01916
NADRNF5_2123	K01916
NADRNF5_2127	K01897
NADRNF5_2127	K01897
NADRNF5_2125	K00997
BCM40_08075	K00067
AOA66_1384	K00067
T478_0169	K13010
CSUB_C0264	K00963
NMSP_0135	K00963
NMSP_0146	K15897
NMSP_0146	K15897
SU86_007060	K18431
T478_0157	K01710
Nmar_0125	K01710
T478_0157	K01710
NMY3_01476	K18602
Nmar_0161	K18602
Nmar_0160	K01841
NMSP_0155	K06034
NMSP_0154	K13039
NMSP_0153	K01009
Nmar_0157	K01009
CLSA_c42240	K01835
CbC4_0988	K01835
NADRNF5_2114	K01784
NADRNF5_2113	K15916
NADRNF5_2113	K15916
NADRNF5_2113	K15916
MSR1_31180	K04034
Pcar_1134	K04034
NKOR_00550	K08963
T478_0192	K07257
NADRNF5_2106	K00059
NADRNF5_2103	K14260
NADRNF5_2103	K14260
NADRNF5_2100	K06988
NADRNF5_2099	K15634
NADRNF5_2097	K02275
NADRNF5_2097	K02275
NADRNF5_2096	K02274
NADRNF5_2096	K02274
NADRNF5_2095	K00368
NADRNF5_2089	K03413
NADRNF5_2088	K22010
NADRNF5_2087	K03413
NADRNF5_2067	K02563
NADRNF5_2067	K02563
NADRNF5_2066	K00928
NADRNF5_2064	K00826
NADRNF5_2064	K00826
NADRNF5_2052	K03469
NADRNF5_2052	K03469
NADRNF5_2051	K18593
NADRNF5_2051	K18593
NPIRD3C_0596	K14534
NADRNF5_2050	K14534
NADRNF5_2050	K14534
NADRNF5_2050	K14534
NADRNF5_2049	K13280
NADRNF5_2047	K03671
NADRNF5_2043	K01464
NADRNF5_2041	K00573
NSED_00885	K06990
NSED_00890	K09141
NSED_00895	K04069
NSED_00895	K04069
NADRNF5_2040	K01807
NSED_00930	K04796
NADRNF5_2038	K01470
NADRNF5_2038	K01470
NADRNF5_2037	K01433
NADRNF5_2036	K15778
NADRNF5_2036	K15778
NADRNF5_2036	K15778
NADRNF5_2035	K02936
NSED_00955	K02979
NADRNF5_2033	K00940
NADRNF5_2032	K03243
NADRNF5_2032	K03243
NPIRD3C_0620	K03243
NADRNF5_2032	K03243
NADRNF5_2032	K03243
NADRNF5_2031	K03671
NADRNF5_2027	K24956
NADRNF5_2026	K21138
NADRNF5_2025	K06996
NADRNF5_2017	K21929
NADRNF5_2015	K01174
NADRNF5_2013	K01892
NADRNF5_2012	K03264
NADRNF5_2009	K04801
NADRNF5_2009	K04801
NADRNF5_2008	K09723
NADRNF5_2007	K10726
NADRNF5_2007	K10726
NMSP_1469	K10726
NADRNF5_2007	K10726
NADRNF5_2006	K03726
NADRNF5_2006	K03726
NADRNF5_2005	K02851
NADRNF5_2005	K02851
NADRNF5_2002	K09791
NADRNF5_2001	K18855
NADRNF5_2000	K00826
NADRNF5_1998	K00528
NKOR_01115	K00528
NADRNF5_1996	K03622
NADRNF5_1992	K00239
NADRNF5_1992	K00239
NADRNF5_1991	K00241
NADRNF5_1990	K00242
NADRNF5_1989	K00240
NADRNF5_1989	K00240
NADRNF5_1987	K01755
NPIRD3C_0361	K21903
amb1203	K00577
NADRNF5_1985	K02492
NADRNF5_1983	K00528
Nmar_0268	K01092
NPIRD3C_0658	K01092
Nmar_0268	K01092
NADRNF5_1980	K04800
NADRNF5_1980	K04800
NADRNF5_1978	K18604
NADRNF5_1978	K18604
NPIRD3C_0663	K18603
NADRNF5_1977	K18603
NADRNF5_1976	K18605
NADRNF5_1975	K24129
NADRNF5_1974	K00330
NSED_01285	K00331
NMSP_1431	K00333
NMSP_1431	K00333
NADRNF5_1971	K00337
NADRNF5_1971	K00337
NADRNF5_1970	K00338
NADRNF5_1969	K05578
NADRNF5_1968	K05576
NADRNF5_1967	K00342
NADRNF5_1966	K00341
NSED_01325	K00341
NADRNF5_1965	K00343
NADRNF5_1964	K02523
NADRNF5_1964	K02523
NSED_01340	K06137
NADRNF5_1962	K00762
NADRNF5_1959	K03789
NADRNF5_1959	K03789
NPIRD3C_0684	K15429
NADRNF5_1956	K06174
NADRNF5_1956	K06174
NADRNF5_1956	K06174
NADRNF5_1954	K01255
NADRNF5_1954	K01255
NADRNF5_1952	K00615
NADRNF5_1952	K00615
NADRNF5_1951	K00615
NADRNF5_1951	K00615
NMSP_1408	K00616
NADRNF5_1948	K03284
NADRNF5_1948	K03284
NADRNF5_1948	K03284
NADRNF5_1945	K09721
NADRNF5_1944	K05710
NADRNF5_1941	K01885
NADRNF5_1940	K13787
NADRNF5_1940	K13787
NADRNF5_1939	K01823
NADRNF5_1938	K06981
NADRNF5_1937	K00869
NADRNF5_1936	K02967
NADRNF5_1936	K02967
NADRNF5_1935	K01689
NADRNF5_1934	K03058
NADRNF5_1933	K07477
NADRNF5_1930	K17759
NADRNF5_1929	K01069
NADRNF5_1929	K01069
NADRNF5_1927	K00820
NADRNF5_1927	K00820
NADRNF5_1927	K00820
NADRNF5_1927	K00820
NADRNF5_1927	K00820
NADRNF5_1926	K02986
NADRNF5_1925	K02952
NADRNF5_1921	K07238
NADRNF5_1921	K07238
NADRNF5_1915	K06898
NADRNF5_1914	K00024
NADRNF5_1914	K00024
NADRNF5_1913	K09121
NADRNF5_1912	K06864
NADRNF5_1912	K06864
NADRNF5_1911	K04487
NADRNF5_1911	K04487
NADRNF5_1906	K03053
NADRNF5_1905	K13798
NSED_01670	K13798
NADRNF5_1904	K03041
NADRNF5_1904	K03041
NADRNF5_1903	K04796
NADRNF5_1900	K02908
NADRNF5_1899	K02600
NADRNF5_1899	K02600
NADRNF5_1898	K02950
NSED_01705	K02950
Nmar_0354	K02950
NADRNF5_1897	K02992
NADRNF5_1895	K06940
NADRNF5_1895	K06940
NPIRD3C_2046	K07025
NADRNF5_1877	K01869
NADRNF5_1877	K01869
NADRNF5_1876	K01872
NADRNF5_1876	K01872
NADRNF5_1876	K01872
NADRNF5_1876	K01872
NADRNF5_1876	K01872
NADRNF5_1876	K01872
NADRNF5_1876	K01872
NADRNF5_1873	K02869
NADRNF5_1864	K07301
NADRNF5_1859	K15977
NADRNF5_1859	K15977
NADRNF5_1855	K13993
NADRNF5_1854	K03124
NADRNF5_1854	K03124
NADRNF5_1845	K04564
NADRNF5_1840	K03413
NADRNF5_1838	K02039
NADRNF5_1837	K02036
NPIRD3C_1801	K02036
NADRNF5_1837	K02036
NADRNF5_1836	K02038
NADRNF5_1835	K02037
NADRNF5_1833	K02040
NADRNF5_1816	K01759
NADRNF5_1811	K09149
NADRNF5_1804	K02864
NADRNF5_1803	K02863
NSED_01850	K03718
NADRNF5_1799	K01652
NADRNF5_1799	K01652
NADRNF5_1799	K01652
Nmar_1463	K06996
NADRNF5_1794	K02867
NADRNF5_1793	K02601
NPIRD3C_1981	K07342
NADRNF5_1791	K09716
NADRNF5_1790	K00567
NADRNF5_1789	K02885
NADRNF5_1788	K02912
NADRNF5_1787	K01610
NADRNF5_1787	K01610
NADRNF5_1786	K14647
NADRNF5_1786	K14647
NADRNF5_1785	K04564
NADRNF5_1784	K04797
NADRNF5_1784	K04797
NADRNF5_1783	K03110
NADRNF5_1783	K03110
NADRNF5_1782	K00611
NADRNF5_1781	K02881
NADRNF5_1780	K02988
NADRNF5_1779	K02907
NADRNF5_1778	K02876
NADRNF5_1777	K03076
NADRNF5_1776	K00939
NADRNF5_1774	K00945
NADRNF5_1773	K11131
NADRNF5_1767	K15736
NADRNF5_1764	K00015
NADRNF5_1764	K00015
NSED_02140	K00015
NADRNF5_1762	K00174
NADRNF5_1762	K00174
NADRNF5_1762	K00174
NADRNF5_1762	K00174
NADRNF5_1761	K00175
NADRNF5_1755	K03265
NADRNF5_1753	K01703
NADRNF5_1753	K01703
NADRNF5_1752	K01704
NADRNF5_1751	K01703
NADRNF5_1750	K01704
NADRNF5_1750	K01704
NADRNF5_1749	K00966
NADRNF5_1749	K00966
NADRNF5_1748	K02996
NADRNF5_1747	K02871
NADRNF5_1746	K02883
NADRNF5_1746	K02883
NADRNF5_1745	K03047
NADRNF5_1744	K14574
NADRNF5_1743	K03679
NADRNF5_1743	K03679
NADRNF5_1742	K11600
NADRNF5_1742	K11600
NADRNF5_1741	K12589
NADRNF5_1740	K02921
NADRNF5_1738	K04798
NADRNF5_1737	K10848
NADRNF5_1737	K10848
NADRNF5_1736	K01011
NADRNF5_1735	K07060
NADRNF5_1734	K00858
NADRNF5_1734	K00858
NADRNF5_1734	K00858
NPIRD3C_1919	K01011
NADRNF5_1733	K01011
NADRNF5_1727	K03455
NADRNF5_1727	K03455
NADRNF5_1724	K02866
NADRNF5_1723	K01170
NSED_01975	K03497
NKOR_06070	K03497
NADRNF5_1720	K14741
NADRNF5_1710	K01990
NKOR_02475	K01992
NADRNF5_1709	K01992
NADRNF5_1706	K07086
NADRNF5_1706	K07086
NPIRD3C_0359	K07755
NPIRD3C_1796	K03741
NADRNF5_1702	K06188
NADRNF5_1698	K01845
Nmar_0490	K01845
NADRNF5_1698	K01845
NSED_02460	K01749
NADRNF5_1696	K02303
NADRNF5_1696	K02303
NADRNF5_1695	K01719
NADRNF5_1694	K09014
NKOR_02540	K09014
NKOR_02540	K09014
NADRNF5_1692	K05710
NADRNF5_1691	K11717
NADRNF5_1691	K11717
NADRNF5_1690	K04488
NADRNF5_1688	K00927
NADRNF5_1688	K00927
NSED_02545	K06950
NKOR_02605	K06950
NADRNF5_1677	K01698
NADRNF5_1677	K01698
NADRNF5_1677	K01698
NADRNF5_1676	K02492
NADRNF5_1676	K02492
NADRNF5_1675	K24866
NADRNF5_1674	K22225
NADRNF5_1670	K09131
NADRNF5_1669	K09013
NSED_02600	K03124
NADRNF5_1668	K03124
NADRNF5_1666	K03105
NADRNF5_1665	K02995
NADRNF5_1664	K06024
NADRNF5_1663	K05896
NADRNF5_1662	K13953
NADRNF5_1662	K13953
NADRNF5_1659	K06940
NADRNF5_1658	K03236
NADRNF5_1657	K03704
NADRNF5_1655	K03263
NADRNF5_1654	K06927
NSED_02675	K03106
NADRNF5_1653	K03106
NADRNF5_1652	K07583
NADRNF5_1647	K02977
NADRNF5_1645	K09763
NADRNF5_1644	K15635
NADRNF5_1643	K00965
NADRNF5_1641	K00621
NADRNF5_1640	K00966
NADRNF5_1639	K21219
NADRNF5_1639	K21219
NADRNF5_1639	K21219
NADRNF5_1637	K03147
NADRNF5_1636	K03574
NADRNF5_1635	K04517
NADRNF5_1634	K00812
NADRNF5_1634	K00812
NADRNF5_1633	K01736
NADRNF5_1633	K01736
NADRNF5_1630	K00800
NADRNF5_1629	K00891
NADRNF5_1628	K00014
NADRNF5_1627	K03785
NADRNF5_1626	K11646
NADRNF5_1625	K16306
NADRNF5_1624	K11784
NADRNF5_1624	K11784
NADRNF5_1623	K03182
NADRNF5_1623	K03182
NADRNF5_1620	K03564
Nmar_0561	K09866
NADRNF5_1606	K00812
NADRNF5_1601	K01061
NSED_02970	K01061
NADRNF5_1597	K01246
NADRNF5_1594	K02217
NADRNF5_1588	K07006
NADRNF5_1585	K04566
NADRNF5_1585	K04566
NADRNF5_1584	K07739
NADRNF5_1580	K01933
NMSP_1089	K01933
NADRNF5_1580	K01933
NADRNF5_1579	K06869
NADRNF5_1579	K06869
NADRNF5_1577	K04751
NADRNF5_1574	K04751
NADRNF5_1573	K03320
NADRNF5_1571	K07301
NADRNF5_1571	K07301
NADRNF5_1570	K03592
NADRNF5_1569	K11781
NADRNF5_1568	K11780
NADRNF5_1568	K11780
NADRNF5_1562	K06878
NADRNF5_1561	K03120
NADRNF5_1561	K03120
NADRNF5_1558	K01265
NADRNF5_1534	K09140
NADRNF5_1533	K02035
NADRNF5_1533	K02035
NADRNF5_1533	K02035
NADRNF5_1533	K02035
NADRNF5_1531	K08979
NADRNF5_1531	K08979
NADRNF5_1529	K07143
NADRNF5_1528	K03113
NADRNF5_1526	K03124
NADRNF5_1526	K03124
NADRNF5_1525	K14941
NADRNF5_1525	K14941
NADRNF5_1524	K11212
NADRNF5_1519	K17830
NADRNF5_1516	K09120
NADRNF5_1514	K00020
NADRNF5_1506	K04479
NADRNF5_1504	K03832
NADRNF5_1504	K03832
NADRNF5_1501	K06869
NADRNF5_1500	K00809
NSED_03345	K01858
Nmar_0651	K03529
NSED_03355	K03529
NSED_03365	K18911
NADRNF5_1491	K01881
NADRNF5_1491	K01881
NADRNF5_1489	K01079
NADRNF5_1488	K12234
NADRNF5_1486	K04085
NADRNF5_1485	K12339
NADRNF5_1485	K12339
NADRNF5_1483	K00384
NADRNF5_1476	K00024
BJG93_11915	K07448
BTG_16385	K01154
NVIE_022200	K03427
TAM4_1757	K01154
NVIE_022180	K01153
NADRNF5_1474	K22699
NADRNF5_1473	K00392
NADRNF5_1473	K00392
NADRNF5_1472	K01011
NADRNF5_1468	K06944
NADRNF5_1468	K06944
NADRNF5_1465	K22223
NADRNF5_1464	K01887
NADRNF5_1463	K00027
NADRNF5_1463	K00027
NADRNF5_1461	K06869
NADRNF5_1460	K07006
NADRNF5_1460	K07006
NADRNF5_1454	K07442
NADRNF5_1454	K07442
NADRNF5_1454	K07442
NADRNF5_1453	K17758
NADRNF5_1453	K17758
NADRNF5_1451	K15977
NADRNF5_1449	K03433
NADRNF5_1449	K03433
NADRNF5_1448	K09122
NADRNF5_1448	K09122
NADRNF5_1446	K00003
NADRNF5_1444	K07305
NADRNF5_1440	K01895
NADRNF5_1440	K01895
NPIRD3C_1703	K19694
NADRNF5_1437	K04799
NPIRD3C_2025	K04047
NADRNF5_1431	K19286
NADRNF5_1420	K02034
NADRNF5_1419	K02033
NSED_03745	K07159
NADRNF5_1408	K04564
NADRNF5_1408	K04564
NADRNF5_1404	K03413
NADRNF5_1402	K03413
NADRNF5_1396	K00104
NADRNF5_1389	K18285
NADRNF5_1389	K18285
NKOR_03845	K11785
NADRNF5_1381	K03234
NADRNF5_1326	K00588
NADRNF5_1316	K03498
NADRNF5_1316	K03498
NADRNF5_1308	K06863
NADRNF5_1306	K03186
NADRNF5_1304	K03116
NADRNF5_1303	K03118
NADRNF5_1303	K03118
NSED_04315	K23264
Nmar_0779	K23265
NADRNF5_1298	K23265
NADRNF5_1297	K23269
NADRNF5_1297	K23269
NADRNF5_1297	K23269
NKOR_04295	K23269
NADRNF5_1296	K00764
NADRNF5_1296	K00764
NKOR_04320	K01923
NADRNF5_1277	K02933
NADRNF5_1276	K02994
NADRNF5_1275	K02954
NADRNF5_1274	K02931
NADRNF5_1273	K02987
NADRNF5_1273	K02987
NADRNF5_1272	K02895
NADRNF5_1271	K02874
NADRNF5_1270	K02961
NADRNF5_1269	K03538
NADRNF5_1268	K02904
NADRNF5_1267	K02982
NADRNF5_1266	K02890
NADRNF5_1265	K02965
NADRNF5_1264	K02892
NADRNF5_1263	K02930
NADRNF5_1263	K02930
NADRNF5_1262	K02906
NADRNF5_1260	K09142
NADRNF5_1259	K03432
NADRNF5_1257	K09738
NADRNF5_1251	K06196
NADRNF5_1251	K06196
NPIRD3C_1402	K00639
NADRNF5_1249	K01012
NKOR_04520	K00833
NADRNF5_1248	K00833
NADRNF5_1247	K01935
NADRNF5_1243	K01641
NADRNF5_1235	K00150
NADRNF5_1235	K00150
NADRNF5_1234	K03699
NADRNF5_1234	K03699
NADRNF5_1233	K01733
NADRNF5_1233	K01733
NADRNF5_1223	K07068
NADRNF5_1222	K00626
NADRNF5_1222	K00626
NADRNF5_1222	K00626
NADRNF5_1219	K00966
NADRNF5_1219	K00966
NADRNF5_1215	K01589
NADRNF5_1214	K01588
NADRNF5_1213	K01754
NADRNF5_1211	K01768
NADRNF5_1206	K01759
NADRNF5_1199	K00798
NADRNF5_1198	K07023
NADRNF5_1192	K23356
NADRNF5_1191	K07991
NADRNF5_1190	K23356
NADRNF5_1188	K00812
NADRNF5_1187	K01895
NADRNF5_1185	K02434
NADRNF5_1185	K02434
NADRNF5_1184	K02433
NADRNF5_1182	K09759
NADRNF5_1182	K09759
NADRNF5_1182	K09759
NADRNF5_1179	K06863
NADRNF5_1178	K02042
NADRNF5_1177	K02041
NADRNF5_1176	K02044
NADRNF5_1169	K03265
NADRNF5_1168	K02503
NADRNF5_1165	K01687
NADRNF5_1163	K03722
NADRNF5_1163	K03722
NSED_07410	K01921
NSED_07410	K01921
NADRNF5_1127	K10716
NADRNF5_1119	K03455
NADRNF5_1118	K01458
NSED_07395	K00681
NSED_07395	K00681
NADRNF5_1115	K07045
NADRNF5_1107	K10716
NADRNF5_1107	K10716
NADRNF5_1106	K03284
NADRNF5_1095	K01657
NADRNF5_1094	K01658
NADRNF5_1092	K00766
NADRNF5_1091	K01609
NADRNF5_1090	K01696
NADRNF5_1089	K01695
NADRNF5_1089	K01695
NADRNF5_1087	K01937
NADRNF5_1087	K01937
NADRNF5_1086	K00858
NADRNF5_1080	K23356
NADRNF5_1079	K02976
NADRNF5_1078	K17884
NADRNF5_1076	K01480
NADRNF5_1075	K01868
NADRNF5_1075	K01868
NADRNF5_1067	K00809
NADRNF5_1065	K02975
NADRNF5_1063	K03014
NADRNF5_1062	K03622
NADRNF5_1061	K07108
NADRNF5_1060	K01953
NADRNF5_1055	K02548
NADRNF5_1052	K23255
NSED_05285	K07332
NADRNF5_1045	K07333
NADRNF5_1045	K07333
NADRNF5_1045	K07333
NADRNF5_1044	K07333
NADRNF5_1043	K23356
NADRNF5_1039	K03413
NADRNF5_1033	K03769
NADRNF5_1028	K01493
NADRNF5_1027	K02319
NSED_05405	K02319
NADRNF5_1027	K02319
NADRNF5_1026	K15383
NADRNF5_1025	K01803
NADRNF5_1024	K01006
NADRNF5_1024	K01006
NADRNF5_1020	K05606
NMSP_0675	K05606
NADRNF5_1017	K01848
NADRNF5_1017	K01848
NADRNF5_1016	K07588
NADRNF5_1014	K13722
NADRNF5_1010	K03124
NADRNF5_1009	K03622
NADRNF5_1006	K01849
NADRNF5_1005	K00053
NADRNF5_1004	K00952
NADRNF5_1002	K03124
NADRNF5_1001	K03120
NADRNF5_0991	K01874
NADRNF5_0991	K01874
NADRNF5_0990	K01251
NADRNF5_0989	K05710
NADRNF5_0987	K01916
NADRNF5_0986	K01883
NADRNF5_0986	K01883
NADRNF5_0979	K09149
NADRNF5_0322	K00088
NADRNF5_0322	K00088
NADRNF5_0322	K00088
NADRNF5_0321	K00796
NADRNF5_0320	K07142
NADRNF5_0320	K07142
NADRNF5_0318	K01951
NADRNF5_0318	K01951
NSED_00625	K00847
NADRNF5_0314	K22447
NADRNF5_0313	K01486
NADRNF5_0313	K01486
NADRNF5_0313	K01486
NMSP_0180	K02929
Nmar_1580	K02978
NADRNF5_0311	K19712
NADRNF5_0310	K02233
NADRNF5_0309	K02227
NADRNF5_0309	K02227
NADRNF5_0308	K02232
NADRNF5_0307	K04720
NADRNF5_0307	K04720
NADRNF5_0307	K04720
NADRNF5_0306	K00133
NADRNF5_0306	K00133
Nmar_1587	K03718
NSED_00560	K02257
NADRNF5_0303	K02257
NADRNF5_0289	K16874
NADRNF5_0289	K16874
NKOR_08710	K02107
NADRNF5_0283	K03626
NADRNF5_0282	K07398
NADRNF5_0282	K07398
NADRNF5_0280	K03665
NADRNF5_0279	K07254
NADRNF5_0278	K03136
NADRNF5_0276	K18601
NADRNF5_0276	K18601
NADRNF5_0272	K14654
NADRNF5_0270	K08096
NADRNF5_0269	K00794
NADRNF5_0269	K00794
NADRNF5_0268	K02858
NADRNF5_0268	K02858
NADRNF5_0267	K00793
NADRNF5_0264	K03413
NADRNF5_0262	K01644
NADRNF5_0260	K06875
NADRNF5_0259	K02966
Cylst_0313	K11959
Anacy_1650	K11959
NADRNF5_0256	K03540
NADRNF5_0255	K14568
NADRNF5_0255	K14568
NADRNF5_0253	K00525
NADRNF5_0253	K00525
NADRNF5_0252	K21636
NADRNF5_0252	K21636
NADRNF5_0252	K21636
NADRNF5_0250	K07068
NADRNF5_0250	K07068
NSED_08890	K00626
NADRNF5_0249	K00626
NADRNF5_0248	K07479
Nmar_1633	K11206
NADRNF5_0246	K01821
NADRNF5_0234	K14166
NADRNF5_0233	K09816
NADRNF5_0233	K09816
NADRNF5_0232	K09817
NADRNF5_0231	K09815
NADRNF5_0231	K09815
NADRNF5_0230	K07722
BKK80_22055	K17686
Tthe_0745	K17686
Mtc_1620	K17686
EY04_14870	K17686
NFRAN_1534	K03821
NADRNF5_1127	K10716
NADRNF5_0228	K17247
NADRNF5_0217	K06196
NKOR_01505	K07238
NADRNF5_0685	K00368
NADRNF5_0209	K00368
NADRNF5_0209	K00368
Ngar_c22130	K17686
Ngar_c22130	K17686
Nmar_1671	K18235
T478_1364	K14166
NMSP_1593	K14166
NADRNF5_0325	K07573
NADRNF5_0328	K07561
Nmar_1562	K06932
NKOR_08500	K06932
NSED_00695	K06932
NSED_00695	K06932
NADRNF5_0331	K00054
NADRNF5_0331	K00054
NADRNF5_0331	K00054
NADRNF5_0331	K00054
NADRNF5_0332	K00765
NADRNF5_0333	K00013
NADRNF5_0333	K00013
NADRNF5_0334	K00817
NADRNF5_0334	K00817
NADRNF5_0336	K01693
NADRNF5_0337	K02501
NADRNF5_0337	K02501
NADRNF5_0338	K01814
NADRNF5_0339	K02500
NADRNF5_0340	K01496
NADRNF5_0342	K01733
NADRNF5_0342	K01733
NPIRD3C_0080	K21029
NPIRD3C_0080	K21029
NADRNF5_0343	K21029
NADRNF5_0347	K15878
NADRNF5_0348	K00412
NADRNF5_0351	K03660
NADRNF5_0351	K03660
NADRNF5_0352	K07577
NADRNF5_0352	K07577
NADRNF5_0352	K07577
NADRNF5_0355	K18779
NADRNF5_0355	K18779
NADRNF5_0356	K18532
NADRNF5_0356	K18532
NADRNF5_0357	K06942
NADRNF5_0357	K06942
NADRNF5_0358	K01409
NADRNF5_0360	K08851
NADRNF5_0361	K02428
NADRNF5_0362	K15449
A176_001324	K20276
NADRNF5_0366	K05540
NADRNF5_0366	K05540
NADRNF5_0368	K04751
NADRNF5_0368	K04751
NADRNF5_0373	K03120
NADRNF5_0375	K01738
NADRNF5_0375	K01738
NADRNF5_0378	K04748
NADRNF5_0380	K07581
NADRNF5_0381	K02984
NPIRD3C_2158	K01875
NADRNF5_0384	K07462
NADRNF5_0384	K07462
NADRNF5_0385	K02956
NADRNF5_0385	K02956
NADRNF5_0391	K10945
NADRNF5_0392	K10946
Nmar_1500	K10944
NADRNF5_0394	K10944
NADRNF5_0395	K06223
NADRNF5_0397	K13589
NADRNF5_0397	K13589
NADRNF5_0402	K02201
NADRNF5_0406	K01867
NADRNF5_0406	K01867
NADRNF5_0407	K01889
NADRNF5_0407	K01889
NADRNF5_0407	K01889
NADRNF5_0408	K01890
NADRNF5_0415	K01681
NADRNF5_0415	K01681
NADRNF5_0417	K06215
NADRNF5_0417	K06215
NADRNF5_0418	K08681
NADRNF5_0421	K01873
NADRNF5_0421	K01873
NADRNF5_0421	K01873
NADRNF5_0422	K01737
NADRNF5_0423	K01724
NADRNF5_0424	K01953
NADRNF5_0425	K01756
NADRNF5_0425	K01756
NADRNF5_0431	K14415
NADRNF5_0431	K14415
NSED_07970	K02948
NADRNF5_0436	K00946
NADRNF5_0447	K24450
NADRNF5_0448	K03424
NADRNF5_0449	K02962
NADRNF5_0451	K06963
NADRNF5_0452	K07566
NADRNF5_0452	K07566
NADRNF5_0459	K01939
NKOR_07825	K01939
NADRNF5_0461	K01591
NADRNF5_0462	K01518
NADRNF5_0463	K15888
NADRNF5_0464	K08975
NADRNF5_0464	K08975
NADRNF5_0468	K03238
NADRNF5_0469	K09148
NADRNF5_0470	K07178
NADRNF5_0470	K07178
NADRNF5_0471	K06961
NADRNF5_0472	K03167
NADRNF5_0473	K03166
NADRNF5_0473	K03166
Nmar_1681	K09771
NPIRD3C_0365	K09771
Ngar_c06870	K18235
Ngar_c06870	K18235
Nmar_0441	K01011
NMSP_1286	K01011
SU86_007745	K17686
SU86_007745	K17686
SU86_007745	K17686
NADRNF5_0195	K10725
NADRNF5_0195	K10725
NADRNF5_0193	K07157
NADRNF5_0192	K00609
NADRNF5_0191	K00610
NKOR_08980	K02124
NADRNF5_0188	K02120
NADRNF5_0187	K02118
NADRNF5_0187	K02118
NADRNF5_0186	K02117
NPIRD3C_0346	K02121
NADRNF5_0184	K02123
NSED_09015	K02123
NADRNF5_0182	K01011
NADRNF5_0181	K03320
NADRNF5_0181	K03320
NADRNF5_0181	K03320
NSED_09050	K02119
NKOR_09025	K02119
NADRNF5_0177	K07464
NADRNF5_0173	K09903
NADRNF5_0172	K06885
NADRNF5_0171	K00943
NADRNF5_0171	K00943
NADRNF5_0165	K13993
NADRNF5_0159	K09810
NADRNF5_0158	K09808
NADRNF5_0156	K01515
NADRNF5_0154	K06982
NADRNF5_0154	K06982
NADRNF5_0154	K06982
NADRNF5_0154	K06982
NADRNF5_0153	K09722
NADRNF5_0152	K00606
NADRNF5_0152	K00606
NADRNF5_0151	K13038
NADRNF5_0147	K01262
NADRNF5_0146	K00566
NADRNF5_0146	K00566
NADRNF5_0146	K00566
NADRNF5_0146	K00566
NADRNF5_0145	K09152
NADRNF5_0144	K07041
NSED_09195	K07041
NADRNF5_0144	K07041
NADRNF5_0143	K03433
Nmar_1728	K03433
NADRNF5_0142	K00096
NADRNF5_0142	K00096
NADRNF5_0139	K00952
NADRNF5_0138	K01974
NADRNF5_0138	K01974
NADRNF5_0138	K01974
NADRNF5_0137	K07245
NADRNF5_0135	K04719
NSED_09240	K04719
NADRNF5_0135	K04719
NADRNF5_0130	K03768
NADRNF5_0123	K00577
NADRNF5_0122	K13010
NADRNF5_0118	K01866
NADRNF5_0118	K01866
NADRNF5_0118	K01866
NADRNF5_0117	K05934
NADRNF5_0115	K00928
NADRNF5_0114	K04802
NSED_09345	K04802
NADRNF5_0113	K03057
NKOR_09355	K14165
NADRNF5_0108	K14165
NADRNF5_0107	K07130
NADRNF5_0107	K07130
NADRNF5_0105	K11717
NADRNF5_0105	K11717
NADRNF5_0098	K22736
NADRNF5_0097	K03294
NADRNF5_0097	K03294
NADRNF5_0094	K05802
NADRNF5_0093	K00948
NADRNF5_0093	K00948
NADRNF5_0092	K07446
NADRNF5_0091	K00784
NADRNF5_0091	K00784
NADRNF5_0091	K00784
NADRNF5_0090	K12410
NADRNF5_0088	K09736
NADRNF5_0086	K01975
NADRNF5_0086	K01975
NADRNF5_0085	K07558
NADRNF5_0085	K07558
NADRNF5_0085	K07558
NADRNF5_0084	K07176
NADRNF5_0084	K07176
NADRNF5_0084	K07176
NADRNF5_0082	K17218
NADRNF5_0082	K17218
NADRNF5_0078	K09723
NADRNF5_0077	K01915
NADRNF5_0077	K01915
NADRNF5_0075	K22447
NADRNF5_0075	K22447
NADRNF5_0075	K22447
NADRNF5_0075	K22447
NADRNF5_0074	K00600
NADRNF5_0074	K00600
NADRNF5_0073	K02322
NADRNF5_0073	K02322
NADRNF5_0073	K02322
NADRNF5_0073	K02322
NADRNF5_0073	K02322
NADRNF5_0073	K02322
NADRNF5_0072	K17104
NADRNF5_0067	K10725
NADRNF5_0067	K10725
NADRNF5_0067	K10725
NADRNF5_0066	K02323
NADRNF5_0066	K02323
NADRNF5_0061	K03768
NADRNF5_0061	K03768
NADRNF5_0061	K03768
NADRNF5_0061	K03768
Nmar_0008	K03885
NADRNF5_0060	K03885
NADRNF5_0058	K13993
NSED_09690	K13525
NADRNF5_0054	K03124
NKOR_09650	K06199
NADRNF5_0047	K03124
NADRNF5_0047	K03124
NADRNF5_0046	K11105
NADRNF5_0044	K00860
NADRNF5_0043	K01082
NADRNF5_0043	K01082
NKOR_09770	K10026
NADRNF5_0031	K10026
